id	filename	md5	size	state
3333eb68-78c8-4e99-a446-5a220815030d	nationwidechildrens.org_clinical.TCGA-B5-A11Y.xml	19e16a4c377834ef23f6fb1351a7edee	32633	released
f1a0a2ad-75b0-4096-951d-5feabb612e08	nationwidechildrens.org_clinical.TCGA-EY-A2OQ.xml	b35c83dee0d3a186764baad607611b4d	42627	released
f9af0b1a-930c-4cdf-aa1c-361a9bd67e34	nationwidechildrens.org_clinical.TCGA-BG-A0MU.xml	8cc43bc232668a7e161e53cd3b8ab08b	49076	released
f61f556b-537b-4fec-9b1f-7e3e9bacbbd9	nationwidechildrens.org_clinical.TCGA-AJ-A5DV.xml	2c3af9d1b1d300e917e298dad6ce3789	36943	released
2befddf2-13f7-45e4-b72b-93e218804ec7	nationwidechildrens.org_clinical.TCGA-D1-A17T.xml	32ede1068f1c720d2ee88c8c309cd4df	32852	released
fd3b85f3-ce8e-403f-be5c-8f345663554e	nationwidechildrens.org_clinical.TCGA-QS-A744.xml	7b962f3c41d46291abcf5ca0b64f9545	47942	released
dd907661-3cf0-4cb3-ae1b-5bad7586b6be	nationwidechildrens.org_clinical.TCGA-AX-A3G4.xml	109480243aaf9c23fafabe249020e3f1	32353	released
4e27b454-f419-4db1-ac89-da07c4067b4c	nationwidechildrens.org_clinical.TCGA-B5-A1MR.xml	98440d86bbaa05bf6a71027a22917258	47576	released
9d4fa041-829d-466a-9e03-01d4c11a5d63	nationwidechildrens.org_clinical.TCGA-SJ-A6ZI.xml	e5c91c7dea463fd2e6e969257e188b2d	51858	released
d1a17186-430d-4adc-8ba1-6e977e9c269f	nationwidechildrens.org_clinical.TCGA-D1-A161.xml	6b33218c301fd1d34c06ef533a8ce87f	33007	released
d919b5a8-575e-40ed-a1f1-e92bda1690bf	nationwidechildrens.org_clinical.TCGA-AX-A1C9.xml	a83916391122db82db795b34e0d30cbe	40959	released
1c52ebbf-156e-468c-8a3b-0895614a440a	nationwidechildrens.org_clinical.TCGA-B5-A11U.xml	1a15bb0da3a6f7e7df07f9794dc63587	37541	released
f0693646-aa58-4c18-89d5-3252d5b3fff0	nationwidechildrens.org_clinical.TCGA-B5-A0K9.xml	5ac820058480c4bd326dbf0eafabfd30	47396	released
775279b5-4a70-4319-94cc-75e52547f226	nationwidechildrens.org_clinical.TCGA-B5-A11L.xml	9acb1a9837d5c3f2c2c2fa846a1d84d1	37972	released
